#	x	y
   0.01000	  -0.25000	
   0.02000	  -0.24999	
   0.03000	  -0.24997	
   0.04000	  -0.24995	
   0.05000	  -0.24992	
   0.06000	  -0.24989	
   0.07000	  -0.24985	
   0.08000	  -0.24980	
   0.09000	  -0.24975	
   0.10000	  -0.24969	
   0.11000	  -0.24962	
   0.12000	  -0.24955	
   0.13000	  -0.24947	
   0.14000	  -0.24939	
   0.15000	  -0.24930	
   0.16000	  -0.24920	
   0.17000	  -0.24910	
   0.18000	  -0.24899	
   0.19000	  -0.24887	
   0.20000	  -0.24875	
   0.21000	  -0.24862	
   0.22000	  -0.24849	
   0.23000	  -0.24835	
   0.24000	  -0.24820	
   0.25000	  -0.24805	
   0.26000	  -0.24789	
   0.27000	  -0.24772	
   0.28000	  -0.24755	
   0.29000	  -0.24738	
   0.30000	  -0.24719	
   0.31000	  -0.24700	
   0.32000	  -0.24681	
   0.33000	  -0.24660	
   0.34000	  -0.24640	
   0.35000	  -0.24618	
   0.36000	  -0.24596	
   0.37000	  -0.24573	
   0.38000	  -0.24550	
   0.39000	  -0.24526	
   0.40000	  -0.24502	
   0.41000	  -0.24476	
   0.42000	  -0.24451	
   0.43000	  -0.24424	
   0.44000	  -0.24397	
   0.45000	  -0.24370	
   0.46000	  -0.24342	
   0.47000	  -0.24313	
   0.48000	  -0.24283	
   0.49000	  -0.24253	
   0.50000	  -0.24223	
   0.51000	  -0.24192	
   0.52000	  -0.24160	
   0.53000	  -0.24127	
   0.54000	  -0.24094	
   0.55000	  -0.24061	
   0.56000	  -0.24026	
   0.57000	  -0.23991	
   0.58000	  -0.23956	
   0.59000	  -0.23920	
   0.60000	  -0.23883	
   0.61000	  -0.23846	
   0.62000	  -0.23808	
   0.63000	  -0.23770	
   0.64000	  -0.23731	
   0.65000	  -0.23691	
   0.66000	  -0.23651	
   0.67000	  -0.23610	
   0.68000	  -0.23569	
   0.69000	  -0.23527	
   0.70000	  -0.23484	
   0.71000	  -0.23441	
   0.72000	  -0.23397	
   0.73000	  -0.23353	
   0.74000	  -0.23308	
   0.75000	  -0.23263	
   0.76000	  -0.23217	
   0.77000	  -0.23170	
   0.78000	  -0.23123	
   0.79000	  -0.23075	
   0.80000	  -0.23026	
   0.81000	  -0.22978	
   0.82000	  -0.22928	
   0.83000	  -0.22878	
   0.84000	  -0.22827	
   0.85000	  -0.22776	
   0.86000	  -0.22724	
   0.87000	  -0.22672	
   0.88000	  -0.22619	
   0.89000	  -0.22565	
   0.90000	  -0.22511	
   0.91000	  -0.22456	
   0.92000	  -0.22401	
   0.93000	  -0.22345	
   0.94000	  -0.22289	
   0.95000	  -0.22232	
   0.96000	  -0.22175	
   0.97000	  -0.22117	
   0.98000	  -0.22058	
   0.99000	  -0.21999	
   1.00000	  -0.21940	
   1.01000	  -0.21879	
   1.02000	  -0.21819	
   1.03000	  -0.21757	
   1.04000	  -0.21695	
   1.05000	  -0.21633	
   1.06000	  -0.21570	
   1.07000	  -0.21507	
   1.08000	  -0.21443	
   1.09000	  -0.21378	
   1.10000	  -0.21313	
   1.11000	  -0.21247	
   1.12000	  -0.21181	
   1.13000	  -0.21115	
   1.14000	  -0.21047	
   1.15000	  -0.20980	
   1.16000	  -0.20912	
   1.17000	  -0.20843	
   1.18000	  -0.20773	
   1.19000	  -0.20704	
   1.20000	  -0.20633	
   1.21000	  -0.20563	
   1.22000	  -0.20491	
   1.23000	  -0.20419	
   1.24000	  -0.20347	
   1.25000	  -0.20274	
   1.26000	  -0.20201	
   1.27000	  -0.20127	
   1.28000	  -0.20052	
   1.29000	  -0.19977	
   1.30000	  -0.19902	
   1.31000	  -0.19826	
   1.32000	  -0.19750	
   1.33000	  -0.19673	
   1.34000	  -0.19596	
   1.35000	  -0.19518	
